ID,IPK_Sem1,IPK_Sem2,IPK_Sem3,IPK_Sem4,Kehadiran_Rata,Remedial_Total,Aktivitas_Online,Pekerjaan,Jam_Kerja_Mingguan,Pendapatan_OrangTua,Tanggungan_Keluarga,Risiko_DO
M1619,2.59,2.95,3.07,2.68,90.3,2,12,Tidak,0,3.1,8,0
M1620,3.37,3.64,3.59,3.71,73.5,3,9,Ya,19,6.0,5,0
M1621,2.86,2.45,2.35,2.11,83.6,1,10,Ya,16,6.5,2,0
M1622,2.08,2.19,1.66,1.51,74.9,1,6,Tidak,0,6.7,5,0
M1623,3.26,2.67,2.39,2.15,81.8,0,16,Ya,13,6.6,9,0
M1624,2.47,2.48,2.62,2.4,88.9,2,5,Ya,28,6.3,6,0
M1625,3.74,4.0,4.0,4.0,67.7,4,18,Tidak,0,5.1,5,0
M1626,3.34,3.06,3.03,3.28,73.2,1,9,Tidak,0,5.6,10,0
M1627,2.58,2.33,2.43,2.76,81.8,3,5,Tidak,0,4.7,6,0
M1628,3.44,3.67,3.96,4.0,100.0,1,9,Tidak,0,6.2,9,0
M1629,2.83,2.37,2.13,1.65,71.4,1,8,Tidak,0,2.5,7,1
M1630,3.23,3.04,3.15,3.27,100.0,2,6,Tidak,0,6.6,10,0
M1631,3.04,3.22,3.0,3.32,100.0,2,15,Tidak,0,5.8,3,0
M1632,2.38,2.19,2.45,2.19,79.0,0,8,Tidak,0,7.7,10,0
M1633,2.48,2.41,2.46,2.75,77.0,3,8,Ya,22,5.4,10,1
M1634,3.31,3.53,3.62,3.83,73.1,1,11,Ya,21,7.2,5,0
M1635,2.63,2.76,2.53,3.09,79.3,3,9,Tidak,0,7.1,4,0
M1636,2.6,2.68,2.89,2.76,65.9,3,9,Tidak,0,5.7,5,0
M1637,2.32,2.22,2.85,2.52,79.2,2,11,Tidak,0,6.7,8,0
M1638,3.01,3.12,2.82,2.71,95.0,2,12,Tidak,0,3.3,6,0
M1639,3.83,3.79,3.69,4.0,73.9,1,6,Ya,16,8.7,4,0
M1640,2.27,2.41,2.48,1.93,77.6,2,10,Ya,22,4.9,5,0
M1641,2.81,2.66,2.9,2.28,63.0,2,16,Ya,22,5.6,7,1
M1642,3.51,3.46,3.29,3.32,83.7,2,9,Tidak,0,3.9,8,0
M1643,2.76,2.46,1.61,1.5,82.6,1,10,Tidak,0,4.5,5,0
M1644,3.03,3.02,3.43,3.43,80.6,1,10,Tidak,0,9.3,2,0
M1645,2.27,2.03,2.26,2.54,77.8,2,11,Tidak,0,6.3,6,0
M1646,3.01,2.68,2.16,1.99,77.1,1,10,Tidak,0,5.4,9,0
M1647,2.71,2.79,2.61,2.05,85.0,4,9,Tidak,0,5.4,3,0
M1648,3.29,3.35,3.82,4.0,79.7,2,9,Tidak,0,6.0,7,0
M1649,3.39,3.62,4.0,3.7,83.1,3,12,Tidak,0,7.4,8,0
M1650,4.0,3.87,4.0,3.68,82.1,1,7,Tidak,0,6.4,6,0
M1651,3.09,3.21,3.16,3.49,91.2,0,8,Tidak,0,6.4,3,0
M1652,2.96,3.13,3.15,3.03,86.8,2,11,Tidak,0,4.2,1,0
M1653,2.9,3.03,2.99,2.97,81.9,1,9,Tidak,0,5.4,3,0
M1654,2.62,2.37,2.71,2.85,95.2,3,8,Tidak,0,6.3,6,0
M1655,2.97,3.01,2.75,3.08,84.2,3,5,Tidak,0,5.9,4,0
M1656,2.65,2.76,2.52,2.42,93.0,0,4,Tidak,0,5.2,1,0
M1657,2.88,2.88,3.18,3.64,86.1,0,8,Ya,18,5.0,6,0
M1658,3.46,2.83,2.82,2.18,61.6,0,10,Tidak,0,6.9,1,0
M1659,2.3,2.35,2.76,2.99,93.0,5,8,Tidak,0,6.9,8,0
M1660,3.37,4.0,3.8,3.55,81.4,4,16,Ya,27,8.0,3,0
M1661,3.46,3.35,3.33,3.74,79.5,3,12,Tidak,0,6.4,3,0
M1662,2.74,2.52,2.24,2.28,82.8,1,17,Tidak,0,1.8,1,0
M1663,1.74,1.85,1.85,1.65,76.6,1,12,Tidak,0,10.7,3,0
M1664,2.5,2.59,2.15,2.35,82.3,2,11,Tidak,0,6.0,7,0
M1665,3.45,3.81,3.66,3.93,74.1,1,9,Tidak,0,5.2,10,0
M1666,2.79,2.41,1.98,2.17,92.7,0,5,Tidak,0,5.9,8,0
M1667,2.3,2.52,2.73,2.42,78.9,1,9,Ya,10,5.2,8,0
M1668,2.55,2.73,2.94,2.79,76.2,1,15,Tidak,0,4.4,3,0
M1669,3.22,3.18,2.66,2.66,70.8,0,8,Tidak,0,7.2,5,0
M1670,3.07,3.17,3.57,3.56,82.7,2,5,Tidak,0,5.7,1,0
M1671,2.68,2.99,3.74,3.96,81.9,3,12,Ya,14,5.8,9,0
M1672,2.62,2.88,2.89,2.29,83.9,2,9,Tidak,0,1.0,8,1
M1673,2.6,2.26,2.07,2.17,69.7,6,11,Tidak,0,5.5,10,1
M1674,2.34,2.59,3.44,3.35,64.0,2,10,Tidak,0,3.8,2,0
M1675,3.61,3.59,3.19,2.94,86.3,2,13,Tidak,0,5.0,10,0
M1676,2.64,2.66,2.67,2.45,94.8,5,10,Tidak,0,6.5,1,0
M1677,3.41,3.43,3.48,3.42,69.7,2,11,Ya,36,4.8,4,0
M1678,3.56,3.51,3.91,2.83,95.9,1,9,Tidak,0,5.0,9,0
M1679,3.3,3.66,3.77,3.56,82.8,1,9,Tidak,0,6.2,8,0
M1680,2.58,2.55,2.4,2.14,79.9,2,10,Ya,30,5.0,3,0
M1681,3.0,2.66,2.37,2.53,76.0,0,9,Tidak,0,3.9,10,0
M1682,2.79,2.67,2.57,2.33,66.2,3,14,Tidak,0,2.6,6,1
M1683,2.35,2.4,2.1,2.04,89.9,3,6,Tidak,0,6.7,9,1
M1684,2.96,3.33,3.34,3.8,72.2,1,12,Tidak,0,5.0,10,0
M1685,2.21,2.39,2.22,2.52,72.2,1,14,Ya,20,2.7,8,0
M1686,3.39,3.13,2.68,2.95,89.9,3,13,Tidak,0,8.5,10,0
M1687,2.57,3.32,3.7,3.55,61.2,3,12,Tidak,0,6.7,5,0
M1688,2.9,2.98,2.83,2.99,64.8,1,8,Tidak,0,3.6,9,0
M1689,2.94,3.32,2.94,2.87,79.8,1,11,Tidak,0,4.6,9,0
M1690,2.67,2.62,2.57,2.51,82.9,3,11,Ya,22,8.1,3,0
M1691,3.09,3.25,3.27,3.39,84.8,3,7,Ya,40,5.6,8,1
M1692,2.56,2.81,2.29,2.11,77.0,0,9,Tidak,0,5.2,4,0
M1693,3.24,3.61,3.71,4.0,100.0,1,7,Tidak,0,7.5,10,0
M1694,2.13,2.45,2.14,2.09,77.7,3,11,Ya,32,5.7,7,1
M1695,2.86,3.12,3.63,3.82,77.7,1,11,Tidak,0,8.5,10,0
M1696,3.77,3.68,3.84,4.0,72.0,3,10,Tidak,0,5.2,8,0
M1697,2.3,2.13,2.01,2.32,81.2,0,6,Ya,35,4.9,7,1
M1698,2.46,2.56,2.34,1.92,86.1,1,14,Ya,21,6.0,5,0
M1699,3.06,3.34,3.31,3.44,92.0,3,9,Ya,21,7.9,1,0
M1700,2.89,2.82,3.0,3.26,65.1,0,11,Tidak,0,6.5,8,0
M1701,2.98,3.3,3.29,3.56,77.5,3,9,Tidak,0,6.2,5,0
M1702,3.04,3.48,3.41,3.08,84.5,0,13,Tidak,0,4.4,3,0
M1703,3.12,2.85,2.87,2.67,85.9,1,15,Tidak,0,4.1,2,0
M1704,3.35,3.1,2.92,3.22,80.1,2,5,Tidak,0,7.9,3,0
M1705,3.0,2.96,2.86,2.63,85.4,0,8,Ya,13,8.1,9,0
M1706,2.68,2.77,2.14,2.05,71.9,0,10,Tidak,0,8.1,2,0
M1707,3.14,2.98,3.27,3.74,95.6,0,10,Ya,21,7.6,10,0
M1708,3.75,4.0,4.0,3.99,89.9,1,15,Tidak,0,6.9,1,0
M1709,2.73,2.86,2.63,2.41,66.6,2,13,Tidak,0,6.9,2,0
M1710,2.31,2.32,2.89,2.63,69.2,1,15,Ya,13,6.3,2,0
M1711,3.35,2.92,2.95,3.05,69.5,1,9,Tidak,0,7.1,5,0
M1712,2.74,2.35,2.04,1.64,86.8,0,19,Tidak,0,5.9,1,0
M1713,1.71,1.79,2.05,1.98,67.2,0,7,Tidak,0,7.1,10,1
M1714,3.22,2.58,2.7,2.8,76.7,2,10,Ya,14,7.8,8,0
M1715,2.53,2.83,2.95,3.34,84.5,2,6,Ya,17,3.5,2,0
M1716,2.75,2.7,2.57,2.77,79.3,4,9,Tidak,0,8.2,6,0
M1717,2.97,3.94,4.0,3.79,82.6,0,11,Tidak,0,5.9,5,0
M1718,2.9,3.59,3.51,3.86,69.3,5,7,Ya,39,8.9,2,1
M1719,3.15,3.1,3.27,3.18,85.9,3,7,Tidak,0,8.5,10,0
M1720,2.58,2.55,1.98,1.61,73.9,2,10,Tidak,0,3.9,1,0
M1721,3.06,3.36,3.23,3.18,76.8,3,10,Tidak,0,6.0,6,0
M1722,2.67,3.18,3.7,4.0,82.4,1,5,Ya,32,2.3,6,0
M1723,3.17,2.68,2.45,2.5,81.0,1,11,Tidak,0,5.2,3,0
M1724,3.11,2.57,2.39,2.39,80.2,2,10,Ya,29,6.7,8,1
M1725,2.33,2.14,2.01,2.5,72.5,3,16,Tidak,0,7.7,9,0
M1726,3.34,3.51,3.15,2.72,77.0,1,5,Tidak,0,6.1,3,0
M1727,2.53,2.68,2.02,1.63,80.0,2,11,Ya,23,6.9,9,1
M1728,3.2,3.52,3.45,2.97,66.2,2,8,Tidak,0,4.6,8,0
M1729,2.98,2.62,2.66,2.77,75.4,1,10,Ya,34,6.0,5,0
M1730,3.72,3.03,3.01,3.06,83.9,3,8,Tidak,0,4.8,6,0
M1731,2.69,2.95,2.91,3.37,67.2,3,14,Ya,15,6.6,1,0
M1732,2.63,2.38,2.39,2.46,91.6,3,9,Ya,28,8.8,5,1
M1733,2.79,2.18,2.49,2.37,92.7,5,7,Tidak,0,5.9,10,1
M1734,2.65,2.69,2.63,2.63,67.5,2,12,Tidak,0,3.3,10,0
M1735,3.2,3.44,3.27,3.31,93.6,0,9,Ya,13,6.4,7,0
M1736,1.99,1.95,1.87,1.5,78.6,2,11,Ya,25,7.4,1,0
M1737,2.27,2.13,2.3,3.11,84.2,1,16,Ya,27,4.2,10,0
M1738,2.27,2.22,2.64,2.8,75.0,0,18,Tidak,0,8.5,9,0
M1739,3.28,3.17,2.98,3.04,89.2,2,11,Tidak,0,4.8,7,0
M1740,3.66,3.26,3.29,3.47,84.1,2,11,Tidak,0,4.5,4,0
M1741,2.75,2.54,2.64,2.85,71.9,2,8,Tidak,0,2.4,4,0
M1742,2.72,2.88,2.58,2.54,68.3,3,9,Ya,28,6.5,10,1
M1743,2.84,2.94,2.95,2.76,65.4,0,7,Tidak,0,9.6,7,0
M1744,3.38,3.43,2.99,3.17,81.9,3,9,Ya,17,6.7,6,0
M1745,2.34,2.04,1.51,1.63,85.7,0,15,Tidak,0,4.5,3,0
M1746,2.92,2.87,2.98,2.74,86.5,1,8,Tidak,0,7.0,9,0
M1747,3.29,2.64,2.52,2.95,78.8,3,12,Tidak,0,7.6,6,0
M1748,3.05,3.1,3.16,3.25,68.4,0,8,Ya,38,8.3,2,0
M1749,2.89,3.32,3.31,3.53,73.2,1,5,Ya,14,3.5,10,0
M1750,3.3,2.86,2.57,2.99,91.5,0,14,Tidak,0,9.1,2,0
M1751,1.5,1.5,1.5,1.51,75.2,0,11,Tidak,0,6.4,1,0
M1752,3.14,3.24,2.87,2.97,81.4,1,13,Ya,25,9.5,5,0
M1753,2.47,2.85,3.27,3.51,69.2,3,8,Ya,14,6.3,10,1
M1754,1.88,1.75,1.5,1.5,83.4,1,14,Tidak,0,7.2,6,0
M1755,3.06,2.85,2.79,2.81,75.4,1,14,Tidak,0,4.1,3,0
M1756,3.49,2.9,2.59,2.63,90.5,4,13,Tidak,0,8.0,4,0
M1757,2.73,2.76,2.93,2.64,87.7,2,13,Ya,19,3.8,5,0
M1758,3.28,3.89,3.79,4.0,75.0,1,5,Tidak,0,6.5,4,0
M1759,3.61,3.69,3.53,3.11,78.7,1,9,Ya,16,5.1,9,0
M1760,3.46,3.45,3.71,3.32,74.5,0,12,Tidak,0,5.8,3,0
M1761,3.62,3.72,3.73,4.0,65.8,3,13,Ya,20,8.2,5,0
M1762,3.17,3.17,3.32,3.53,71.4,1,11,Ya,27,5.3,7,0
M1763,2.84,2.6,2.31,2.0,82.0,4,12,Ya,22,8.2,7,1
M1764,2.0,2.25,1.83,2.01,83.3,2,7,Tidak,0,5.2,6,0
M1765,2.68,2.75,2.78,3.22,81.5,2,9,Tidak,0,6.3,9,0
M1766,2.38,2.39,2.29,2.28,77.0,3,9,Tidak,0,10.3,7,1
M1767,3.89,3.6,3.79,4.0,89.3,1,9,Tidak,0,6.2,4,0
M1768,2.71,3.1,3.08,2.56,80.6,3,10,Tidak,0,5.8,10,0
M1769,2.86,3.06,3.12,3.33,87.0,0,12,Tidak,0,6.3,9,0
M1770,3.08,2.91,2.42,2.77,62.3,6,11,Tidak,0,5.3,6,0
M1771,2.82,3.12,3.69,3.96,50.0,3,10,Tidak,0,4.0,1,0
M1772,3.65,3.5,3.45,3.39,82.8,0,10,Ya,15,10.1,9,0
M1773,2.49,2.26,2.47,2.38,65.8,1,12,Tidak,0,5.2,7,1
M1774,2.9,2.67,2.42,2.55,77.9,1,13,Ya,11,3.0,6,0
M1775,2.43,1.9,1.99,2.23,77.0,1,9,Tidak,0,5.7,6,0
M1776,2.14,2.28,1.89,2.07,95.9,2,12,Tidak,0,6.7,4,0
M1777,2.49,1.94,2.08,2.39,84.0,0,8,Tidak,0,5.6,4,0
M1778,2.78,2.41,2.3,1.99,81.7,1,12,Tidak,0,5.9,3,0
M1779,2.59,1.97,1.98,1.91,88.4,2,10,Ya,40,5.7,8,1
M1780,2.45,2.42,2.63,2.35,83.7,1,13,Tidak,0,6.9,8,0
M1781,2.1,2.05,1.68,1.56,75.4,5,13,Tidak,0,7.6,2,0
M1782,2.76,2.66,2.45,2.75,90.7,4,12,Ya,21,5.6,5,0
M1783,2.05,1.74,1.88,1.91,68.9,2,9,Tidak,0,11.2,9,1
M1784,3.18,2.83,3.46,4.0,83.2,1,7,Ya,12,8.1,9,0
M1785,2.84,2.98,2.94,3.0,64.5,3,13,Tidak,0,6.0,7,1
M1786,2.07,1.9,2.08,2.1,82.0,2,11,Tidak,0,3.4,4,0
M1787,2.65,2.74,2.71,2.74,81.9,2,13,Tidak,0,6.2,4,0
M1788,2.42,2.15,2.73,2.54,96.8,2,7,Ya,37,7.6,10,0
M1789,2.96,3.01,2.49,2.47,64.4,6,12,Ya,33,7.6,7,1
M1790,3.47,3.86,3.89,4.0,74.0,1,6,Ya,35,2.3,3,0
M1791,1.86,2.04,1.55,1.58,88.2,0,8,Ya,26,6.2,3,0
M1792,2.86,2.74,1.99,1.75,83.4,0,16,Tidak,0,5.0,5,0
M1793,2.72,2.8,2.89,2.61,81.8,0,5,Tidak,0,9.0,6,0
M1794,3.14,3.07,3.11,2.97,70.4,2,10,Tidak,0,6.2,8,0
M1795,2.91,2.91,2.82,2.84,74.1,4,8,Tidak,0,1.4,1,0
M1796,2.42,2.32,2.29,2.65,92.5,1,16,Ya,32,6.7,7,0
M1797,2.64,2.59,3.52,3.12,79.5,0,9,Tidak,0,2.1,8,0
M1798,2.4,2.46,2.38,2.28,83.8,2,6,Ya,14,6.9,5,0
M1799,3.34,3.04,3.19,3.23,78.8,0,5,Tidak,0,11.2,10,0
M1800,2.81,2.51,2.32,1.77,68.2,0,10,Ya,21,8.7,2,1
M1801,3.75,3.33,3.42,3.17,89.3,2,7,Tidak,0,6.5,4,0
M1802,2.77,2.29,2.22,2.02,85.0,0,9,Ya,29,4.7,6,0
M1803,2.45,2.08,1.96,1.72,100.0,1,10,Tidak,0,8.5,9,0
M1804,2.04,2.09,2.64,2.7,69.8,1,4,Tidak,0,7.3,2,0
M1805,1.9,1.63,1.98,1.93,88.2,3,8,Tidak,0,5.5,4,0
M1806,2.01,2.16,2.2,2.03,66.9,1,10,Tidak,0,4.9,10,1
M1807,2.93,2.94,2.25,2.38,81.6,2,7,Tidak,0,4.2,5,0
M1808,3.05,2.46,2.35,2.87,89.8,3,14,Tidak,0,6.7,8,0
M1809,2.01,2.21,3.02,3.51,59.3,1,13,Tidak,0,5.2,8,0
M1810,3.25,3.49,3.42,2.84,78.0,2,11,Ya,36,6.3,2,0
M1811,2.56,2.26,2.59,2.76,74.4,2,10,Tidak,0,7.9,6,0
M1812,2.87,3.0,3.43,3.38,73.0,0,8,Tidak,0,5.1,6,0
M1813,3.61,3.35,3.42,3.47,83.9,4,7,Tidak,0,7.3,5,0
M1814,3.25,3.28,3.03,2.91,91.2,3,15,Tidak,0,8.4,8,0
M1815,2.67,2.29,1.56,1.6,78.7,3,7,Tidak,0,6.8,10,1
M1816,2.35,1.81,2.02,2.07,82.1,2,10,Ya,15,7.4,2,0
M1817,1.72,1.61,1.5,1.5,81.1,3,14,Ya,12,6.8,2,0
M1818,2.44,2.4,2.45,2.18,80.0,1,15,Tidak,0,6.0,7,0
M1819,2.69,2.57,2.2,2.07,69.1,1,16,Tidak,0,7.7,9,1
M1820,2.31,1.95,1.87,1.94,91.1,1,15,Ya,40,9.2,3,0
M1821,2.73,2.61,2.62,2.8,83.0,3,12,Ya,18,7.7,7,0
M1822,2.84,2.92,3.0,3.26,83.9,2,9,Tidak,0,5.6,3,0
M1823,2.69,2.68,2.35,2.2,71.9,2,9,Ya,24,5.7,6,0
M1824,2.47,2.52,2.88,2.97,75.4,4,7,Tidak,0,5.7,3,0
M1825,2.88,2.68,2.5,2.79,78.2,3,10,Ya,35,7.9,1,0
M1826,3.02,3.37,2.87,3.22,64.7,1,15,Ya,12,4.9,6,0
M1827,2.25,1.9,1.87,1.85,63.1,1,4,Tidak,0,4.0,3,1
M1828,3.51,3.66,3.67,3.6,74.0,2,7,Tidak,0,6.9,1,0
M1829,2.75,3.1,3.15,3.21,85.2,1,9,Tidak,0,6.0,5,0
M1830,2.81,2.95,3.36,3.02,73.5,1,11,Tidak,0,9.0,8,0
M1831,3.15,3.09,3.02,2.96,69.8,1,8,Ya,36,1.5,8,1
M1832,2.92,2.76,2.72,2.94,71.9,0,13,Tidak,0,6.4,8,0
M1833,3.28,3.59,3.26,3.45,75.4,1,5,Tidak,0,5.2,3,0
M1834,2.94,2.51,2.76,2.68,76.5,2,6,Tidak,0,7.6,8,0
M1835,2.49,2.2,2.26,2.33,100.0,2,6,Tidak,0,5.4,4,0
M1836,2.98,2.86,2.73,2.48,90.5,2,7,Tidak,0,4.8,8,0
M1837,2.23,2.6,2.03,2.24,90.2,1,6,Tidak,0,7.9,3,0
M1838,2.85,2.96,3.39,3.37,91.7,4,14,Tidak,0,8.6,3,0
M1839,2.78,2.49,2.12,2.04,70.0,2,5,Tidak,0,5.8,1,0
M1840,2.7,2.61,2.43,2.32,67.8,1,11,Tidak,0,5.8,8,1
M1841,2.74,2.56,2.67,2.65,68.9,0,9,Ya,14,8.5,8,0
M1842,1.86,1.65,1.5,1.5,93.3,1,7,Tidak,0,8.3,9,0
M1843,2.53,2.82,2.37,2.57,74.5,0,8,Ya,36,8.1,6,0
M1844,2.85,2.44,1.8,1.68,67.5,1,12,Ya,11,5.2,2,0
M1845,2.88,3.36,3.58,4.0,75.7,1,20,Tidak,0,4.7,1,0
M1846,2.29,2.54,2.38,2.82,77.6,3,11,Tidak,0,9.3,8,0
M1847,3.43,3.76,4.0,3.73,82.7,2,10,Tidak,0,7.2,10,0
M1848,2.37,2.23,1.93,1.95,82.5,2,9,Tidak,0,4.5,4,0
M1849,3.28,3.24,2.96,2.76,71.7,0,9,Tidak,0,5.8,7,0
M1850,3.01,2.58,2.41,2.31,86.9,1,9,Ya,25,6.2,10,1
M1851,2.48,2.32,2.39,2.99,73.6,2,15,Ya,26,5.8,4,0
M1852,3.69,3.84,3.7,3.61,78.4,1,9,Tidak,0,5.4,1,0
M1853,2.2,2.59,2.77,2.88,86.9,1,12,Tidak,0,8.5,8,0
M1854,3.26,2.93,2.64,2.8,73.6,1,5,Tidak,0,7.1,10,0
M1855,3.3,3.19,2.78,2.48,74.3,1,6,Ya,18,10.5,9,0
M1856,2.46,2.41,1.87,1.61,85.9,1,8,Ya,34,8.6,10,1
M1857,3.5,3.08,2.41,2.05,71.4,1,17,Ya,19,6.3,9,0
M1858,2.67,2.85,2.69,2.42,76.2,0,12,Tidak,0,8.8,9,0
M1859,2.94,2.72,2.63,1.77,85.6,3,8,Ya,24,6.7,4,1
M1860,2.93,2.87,2.68,2.84,100.0,2,15,Tidak,0,10.8,9,0
M1861,2.73,2.59,2.96,3.58,86.1,2,8,Tidak,0,5.4,4,0
M1862,3.21,2.97,3.34,3.38,84.7,3,13,Tidak,0,6.9,2,0
M1863,3.2,3.2,3.1,2.68,85.3,1,10,Ya,25,4.8,10,0
M1864,1.93,1.87,1.5,1.5,69.3,1,8,Ya,29,5.2,3,1
M1865,3.45,3.34,3.17,3.03,81.2,3,13,Tidak,0,5.3,2,0
M1866,1.97,1.75,1.57,1.5,79.7,1,6,Tidak,0,8.5,1,0
M1867,3.32,3.42,3.22,3.48,83.2,5,10,Tidak,0,6.4,6,0
M1868,3.36,3.86,3.65,3.89,81.2,0,11,Tidak,0,1.1,4,0
M1869,2.25,2.29,2.09,1.74,83.8,1,6,Tidak,0,6.2,7,0
M1870,2.59,2.89,2.77,2.99,76.9,1,15,Ya,27,4.1,7,0
M1871,2.25,1.83,1.64,2.1,80.6,2,12,Ya,35,5.1,10,1
M1872,2.69,2.74,2.8,3.37,67.7,2,12,Tidak,0,8.3,1,0
M1873,2.65,2.32,2.43,3.29,76.8,1,16,Tidak,0,3.3,9,0
M1874,3.19,2.75,2.48,2.21,93.9,1,14,Ya,21,3.5,8,1
M1875,3.46,3.24,3.62,4.0,83.2,3,12,Tidak,0,2.7,10,1
M1876,3.5,3.86,3.57,3.46,79.8,1,9,Tidak,0,5.2,1,0
M1877,2.52,2.81,2.32,2.14,99.0,5,11,Tidak,0,2.6,8,1
M1878,2.7,2.77,2.88,2.98,66.4,1,12,Ya,32,2.8,5,1
M1879,1.96,1.5,1.5,1.5,68.9,3,7,Ya,27,5.5,1,1
M1880,2.4,2.34,2.44,2.56,97.1,3,14,Tidak,0,6.6,4,0
M1881,3.28,3.37,2.65,2.25,80.5,1,7,Tidak,0,4.2,7,0
M1882,3.61,3.66,4.0,3.93,77.6,1,10,Tidak,0,6.7,5,0
M1883,2.18,1.63,1.83,2.22,68.0,1,11,Tidak,0,6.2,3,0
M1884,2.5,2.23,1.78,1.76,84.5,1,13,Tidak,0,7.1,4,0
M1885,2.79,2.77,2.33,2.37,85.4,2,7,Tidak,0,3.9,2,0
M1886,2.94,3.1,3.6,3.74,69.1,3,11,Ya,36,10.0,8,1
M1887,2.4,1.74,1.52,1.87,78.6,2,6,Tidak,0,3.7,2,0
M1888,3.01,2.96,2.71,2.21,76.6,0,8,Tidak,0,4.7,6,0
M1889,2.56,2.6,1.92,2.1,82.6,0,10,Tidak,0,7.0,7,0
M1890,2.79,3.04,2.93,2.85,68.8,0,11,Tidak,0,6.2,7,0
M1891,3.07,3.28,3.21,3.26,92.5,4,6,Tidak,0,7.7,1,0
M1892,2.8,2.97,3.18,3.5,89.2,0,11,Tidak,0,5.4,8,0
M1893,2.58,2.34,1.92,1.56,76.4,0,12,Ya,20,3.5,9,0
M1894,2.75,2.18,1.72,1.5,77.8,1,11,Ya,30,2.9,7,1
M1895,2.76,2.64,2.78,2.2,78.6,3,12,Ya,35,9.6,8,1
M1896,2.61,2.91,3.21,3.05,72.2,2,12,Ya,35,5.4,4,0
M1897,2.67,3.09,2.62,3.02,75.6,1,13,Tidak,0,5.7,8,0
M1898,3.6,3.81,4.0,3.96,77.3,0,6,Tidak,0,9.6,3,0
M1899,3.08,3.21,3.22,2.82,96.1,1,8,Tidak,0,5.0,1,0
M1900,2.65,2.76,3.09,2.94,89.5,2,7,Tidak,0,6.0,8,0
M1901,3.15,2.98,2.96,2.51,89.3,1,8,Tidak,0,3.9,6,0
M1902,2.63,2.59,1.83,1.5,83.7,1,11,Tidak,0,3.4,9,0
M1903,3.39,3.89,3.84,3.96,68.8,2,19,Ya,10,9.8,3,0
M1904,2.98,2.7,3.02,2.67,79.6,1,13,Tidak,0,9.8,8,0
M1905,2.75,3.23,2.96,3.29,89.7,1,4,Ya,27,8.0,9,1
M1906,3.02,2.92,2.8,2.78,67.4,0,8,Tidak,0,8.0,9,0
M1907,2.01,2.41,2.36,2.39,86.4,2,9,Tidak,0,7.5,7,0
M1908,2.24,1.82,1.5,1.5,100.0,0,16,Tidak,0,4.5,10,0
M1909,2.2,2.38,2.88,3.11,90.6,3,15,Ya,20,6.6,3,0
M1910,2.87,2.65,2.38,2.61,94.1,1,8,Ya,19,5.0,3,0
M1911,3.67,3.25,3.4,3.5,82.2,1,9,Tidak,0,1.0,2,0
M1912,3.92,3.99,3.96,4.0,89.7,2,10,Tidak,0,8.2,1,0
M1913,3.12,3.42,3.8,3.74,72.8,0,10,Ya,22,7.1,2,0
M1914,3.05,2.8,2.92,3.08,88.0,3,16,Tidak,0,3.4,5,0
M1915,1.9,1.5,1.5,1.5,86.5,2,14,Ya,11,5.3,1,0
M1916,2.53,2.5,2.23,2.23,82.9,4,13,Tidak,0,8.1,10,1
M1917,2.41,2.38,2.62,2.54,93.2,1,9,Tidak,0,6.3,4,0
M1918,2.49,2.65,2.09,1.95,74.6,1,11,Tidak,0,2.6,10,1
M1919,2.72,3.0,3.19,2.98,78.1,2,11,Tidak,0,3.6,10,0
M1920,2.56,2.54,2.21,2.35,81.0,2,14,Ya,13,9.7,1,0
M1921,1.81,2.37,2.75,3.14,69.7,1,7,Ya,28,6.1,10,1
M1922,3.17,3.24,3.29,3.64,82.3,2,14,Tidak,0,8.1,8,0
M1923,2.26,2.16,2.35,1.97,62.8,1,10,Ya,36,9.7,5,1
M1924,2.92,2.44,2.46,2.85,90.5,1,8,Tidak,0,5.1,10,0
M1925,3.84,3.76,3.23,3.13,80.5,1,10,Tidak,0,6.7,4,0
M1926,2.34,2.24,1.98,2.16,74.8,4,8,Tidak,0,2.1,3,1
M1927,1.53,1.82,2.02,1.75,71.7,3,8,Tidak,0,4.8,9,1
M1928,2.66,2.8,2.85,2.89,77.7,2,18,Tidak,0,7.2,6,0
M1929,3.35,3.0,3.35,3.44,86.9,4,13,Tidak,0,5.6,1,0
M1930,3.78,3.83,3.95,3.5,85.5,2,11,Tidak,0,6.9,8,0
M1931,2.19,2.39,2.1,2.28,72.9,3,9,Tidak,0,7.9,10,1
M1932,3.05,3.51,3.27,3.67,71.5,3,14,Tidak,0,7.1,2,0
M1933,2.57,2.84,2.87,2.82,86.6,3,11,Tidak,0,6.7,9,0
M1934,2.75,2.98,2.29,2.7,72.8,4,8,Tidak,0,6.4,7,0
M1935,4.0,4.0,4.0,3.94,80.6,1,5,Tidak,0,4.9,3,0
M1936,2.05,2.17,2.3,2.55,81.2,3,13,Tidak,0,4.2,4,0
M1937,2.93,3.3,3.67,3.0,83.1,1,4,Tidak,0,8.7,3,0
M1938,3.03,2.63,2.16,2.89,88.6,4,13,Tidak,0,7.6,6,0
M1939,3.34,3.24,3.61,4.0,67.4,0,12,Tidak,0,4.4,9,0
M1940,2.85,2.62,3.29,3.2,60.9,4,5,Tidak,0,6.1,10,1
M1941,2.95,3.06,2.66,2.07,74.3,4,5,Tidak,0,3.2,9,1
M1942,2.6,2.97,3.2,3.29,98.0,2,7,Tidak,0,5.0,1,0
M1943,2.93,2.75,2.75,2.32,100.0,0,7,Ya,36,7.1,10,1
